tip	date	distance	residual
hCoV-19/Brazil/RS-6222/2020|EPI_ISL_729837|2020-05-28	2020.4043715846994	6.272488770943507E-4	9.657841147118866E-5
hCoV-19/Brazil/RS-6231/2020|EPI_ISL_729839|2020-05-29	2020.4071038251366	6.272488770943507E-4	9.40475573535781E-5
hCoV-19/Uruguay/RIV-M5/2020|EPI_ISL_747615|2020-05-05	2020.3415300546449	6.242488770943507E-4	1.517880561729009E-4
hCoV-19/Uruguay/RIV-M9/2020|EPI_ISL_748139|2020-05-21	2020.3852459016393	6.242488770943507E-4	1.1129439029335239E-4
hCoV-19/Brazil/RS-15280/2020|EPI_ISL_729851|2020-07-28	2020.5710382513662	8.692488770943512E-4	1.8419631030516077E-4
hCoV-19/Chile/RM-207231/2020|EPI_ISL_746767|2020-10-14	2020.7841530054645	8.202488770943512E-4	-6.221031085780471E-5
hCoV-19/Uruguay/RIV-M119/2020|EPI_ISL_750178|2020-07-19	2020.5464480874316	6.212488770943507E-4	-4.102600263745492E-5
hCoV-19/Brazil/RJ-UFRJ-11786/2020|EPI_ISL_492039|2020-04-29	2020.3251366120219	5.692488770943506E-4	1.1197318087789797E-4
hCoV-19/Chile/RM-171340/2020|EPI_ISL_746730|2020-09-07	2020.6830601092897	7.162488770943511E-4	-7.256870851132119E-5
hCoV-19/Brazil/MA-IEC-163069/2020|EPI_ISL_458149|2020-04-06	2020.2622950819673	6.152488770943506E-4	2.161828255796102E-4
hCoV-19/Uruguay/TYT-M49/2020|EPI_ISL_749148|2020-06-18	2020.4617486338798	7.17248877094351E-4	1.3343047500425384E-4
hCoV-19/Uruguay/TYT-M93/2020|EPI_ISL_750170|2020-06-25	2020.48087431694	7.17248877094351E-4	1.157144961818681E-4
hCoV-19/Uruguay/TYT-M64/2020|EPI_ISL_749155|2020-06-21	2020.4699453551912	6.69248877094351E-4	7.783791265186628E-5
hCoV-19/Uruguay/TYT-M136/2020|EPI_ISL_751011|2020-07-02	2020.5	6.69248877094351E-4	4.9998517359482395E-5
hCoV-19/Uruguay/TYT-M87/2020|EPI_ISL_750168|2020-06-24	2020.4781420765028	6.682488770943511E-4	6.924535029925673E-5
hCoV-19/Uruguay/TYT-M97/2020|EPI_ISL_750173|2020-06-27	2020.4863387978141	7.162488770943511E-4	1.0965278794686912E-4
hCoV-19/Uruguay/TYT-M133/2020|EPI_ISL_750430|2020-07-01	2020.4972677595629	7.63248877094351E-4	1.4652937147687092E-4
hCoV-19/Brazil/RJ-00478/2020|EPI_ISL_717873|2020-09-08	2020.6857923497269	6.64248877094351E-4	-1.2709956262870977E-4
hCoV-19/Brazil/RJ-00438/2020|EPI_ISL_717833|2020-06-03	2020.4207650273224	5.642488770943506E-4	1.8393286766191425E-5
hCoV-19/Brazil/SP-384/2020|EPI_ISL_603025|2020-06-11	2020.4426229508197	5.192488770943503E-4	-4.685354617358316E-5
hCoV-19/Brazil/SP-RP21/2020|EPI_ISL_613708|2020-04-05	2020.25956284153	5.712488770943506E-4	1.747136796974428E-4
hCoV-19/Uruguay/UY-NYUMC857/2020|EPI_ISL_457953|2020-03-23	2020.224043715847	4.222488770943503E-4	5.8614783224381366E-5
hCoV-19/Brazil/RJ-00340/2020|EPI_ISL_623143|2020-05-11	2020.3579234972678	4.702488770943503E-4	-1.739706853187467E-5
hCoV-19/Brazil/RJ-00520/2020|EPI_ISL_717908|2020-08-01	2020.5819672131147	8.162488770943511E-4	1.2107289383538457E-4
hCoV-19/Brazil/SP-762/2020|EPI_ISL_735415|2020-06-25	2020.48087431694	7.66248877094351E-4	1.647144961818681E-4
hCoV-19/Brazil/RJ-00527/2020|EPI_ISL_717913|2020-07-29	2020.5737704918033	8.092488770943511E-4	1.216654561877721E-4
hCoV-19/Brazil/RJ-00576/2020|EPI_ISL_717960|2020-10-09	2020.7704918032787	9.072488770943513E-4	3.744395972958201E-5
hCoV-19/Brazil/AC-IEC-162535/2020|EPI_ISL_458139|2020-03-18	2020.2103825136612	5.162488770943502E-4	1.6526905381176798E-4
hCoV-19/Brazil/RJ-00443/2020|EPI_ISL_717838|2020-04-08	2020.2677595628415	4.2124887709435026E-4	1.712111734483284E-5
hCoV-19/Brazil/MA-IEC-162157/2020|EPI_ISL_524797|2020-03-24	2020.2267759562842	4.2524887709435025E-4	5.9083929106992816E-5
hCoV-19/Brazil/RN-IEC-162277/2020|EPI_ISL_524798|2020-03-14	2020.1994535519125	4.2524887709435025E-4	8.439247028176614E-5
hCoV-19/Brazil/RJ-MD63-1b/2020|EPI_ISL_528638|2020-03-16	2020.204918032787	4.2524887709435025E-4	7.933076204654502E-5
hCoV-19/Brazil/SP-551/2020|EPI_ISL_471554|2020-03-29	2020.24043715847	4.2524887709435025E-4	4.642965851938411E-5
hCoV-19/Brazil/RJ-INCA-C41/2020|EPI_ISL_513549|2020-04-17	2020.292349726776	4.2524887709435025E-4	-1.6565697123299369E-6
hCoV-19/Portugal/PT0783/2020|EPI_ISL_511042|2020-03-16	2020.204918032787	4.2524887709435025E-4	7.933076204654502E-5
hCoV-19/Brazil/RJ-INCA-C68/2020|EPI_ISL_513560|2020-04-22	2020.3060109289618	4.2524887709435025E-4	-1.4310840299938644E-5
hCoV-19/Brazil/RO-08/2020|EPI_ISL_514138|2020-06-05	2020.4262295081967	5.202488770943502E-4	-3.066842146858602E-5
hCoV-19/Brazil/RJ-00526/2020|EPI_ISL_717912|2020-06-02	2020.4180327868853	4.752488770943502E-4	-6.807585911642049E-5
hCoV-19/Brazil/SP-314/2020|EPI_ISL_547570|2020-04-30	2020.327868852459	4.752488770943502E-4	1.5442326760287074E-5
hCoV-19/Brazil/RJ-818/2020|EPI_ISL_427303|2020-03-25	2020.2295081967213	4.7424887709435025E-4	1.0555307498938225E-4
hCoV-19/Brazil/RJ-2822/2020|EPI_ISL_467367|2020-04-27	2020.3196721311476	4.7424887709435025E-4	2.2034889112674692E-5
hCoV-19/Brazil/SP-144/2020|EPI_ISL_468310|2020-03-22	2020.22131147541	4.732488770943503E-4	1.1214563734176987E-4
hCoV-19/Brazil/SP-163/2020|EPI_ISL_523959|2020-08-15	2020.620218579235	4.732488770943503E-4	-2.5735906380938776E-4
hCoV-19/Brazil/RJ-00473/2020|EPI_ISL_717868|2020-08-05	2020.5928961748634	5.692488770943506E-4	-1.3605052263461416E-4
hCoV-19/Brazil/RS-15282/2020|EPI_ISL_729858|2020-08-06	2020.5956284153006	6.682488770943511E-4	-3.958137675200211E-5
hCoV-19/Brazil/RS-15283/2020|EPI_ISL_729802|2020-08-09	2020.603825136612	7.182488770943511E-4	2.826060895610321E-6
hCoV-19/Chile/MA-212210/2020|EPI_ISL_746532|2020-10-22	2020.8060109289618	8.152488770943512E-4	-8.745714379757897E-5
hCoV-19/Brazil/RJ-00344/2020|EPI_ISL_623147|2020-05-18	2020.377049180328	5.032488770943503E-4	-2.1130473542604715E-6
hCoV-19/Brazil/RJ-00465/2020|EPI_ISL_717860|2020-07-06	2020.5109289617487	7.192488770943511E-4	8.987510088948427E-5
hCoV-19/Brazil/RJ-UFRJ-57437/2020|EPI_ISL_492043|2020-05-25	2020.396174863388	7.66248877094351E-4	2.4317097382335455E-4
hCoV-19/Brazil/RJ-UFRJ-57721/2020|EPI_ISL_492044|2020-05-27	2020.4016393442623	6.712488770943511E-4	1.431092655885776E-4
hCoV-19/Suriname/SR-46/2020|EPI_ISL_517657|2020-07-07	2020.5136612021859	9.162488770943514E-4	2.843442467720961E-4
hCoV-19/Brazil/RJ-00472/2020|EPI_ISL_717867|2020-08-04	2020.5901639344263	5.702488770943506E-4	-1.3251966851722562E-4
hCoV-19/Chile/RM-111206/2020|EPI_ISL_746581|2020-06-26	2020.483606557377	4.7124887709435023E-4	-1.3281635793552119E-4
hCoV-19/Chile/RM-134034/2020|EPI_ISL_746642|2020-07-27	2020.568306010929	4.7124887709435023E-4	-2.1127283557745172E-4
hCoV-19/Brazil/RJ-00467/2020|EPI_ISL_717862|2020-07-08	2020.516393442623	5.172488770943503E-4	-1.1718660734529355E-4
hCoV-19/Brazil/RJ-INCA-I43/2020|EPI_ISL_513579|2020-05-04	2020.3387978142077	4.222488770943503E-4	-4.768108970948896E-5
hCoV-19/Brazil/RJ-00363/2020|EPI_ISL_623166|2020-04-20	2020.3005464480875	5.172488770943503E-4	8.275086793506044E-5
hCoV-19/Brazil/RJ-00464/2020|EPI_ISL_717859|2020-07-03	2020.5027322404371	7.14248877094351E-4	9.246766324209389E-5
hCoV-19/Brazil/RJ-1927/2020|EPI_ISL_456093|2020-04-12	2020.27868852459	5.182488770943503E-4	1.0399770087505676E-4
hCoV-19/Chile/AR-172172/2020|EPI_ISL_746499|2020-09-08	2020.6857923497269	7.61248877094351E-4	-3.00995626287098E-5
hCoV-19/Brazil/RJ-00495/2020|EPI_ISL_717889|2020-10-30	2020.827868852459	7.60248877094351E-4	-1.6270397673735348E-4
hCoV-19/Brazil/RJ-00505/2020|EPI_ISL_717899|2020-07-27	2020.568306010929	6.132488770943506E-4	-6.92728355774513E-5
hCoV-19/Brazil/RS-6184/2020|EPI_ISL_729823|2020-05-08	2020.3497267759562	8.08248877094351E-4	3.281954938207357E-4
hCoV-19/Brazil/RS-6196/2020|EPI_ISL_729828|2020-05-12	2020.360655737705	6.112488770943506E-4	1.210720773507371E-4
hCoV-19/Brazil/RJ-00508/2020|EPI_ISL_717901|2020-07-30	2020.5765027322404	7.622488770943509E-4	7.213460207016137E-5
hCoV-19/Brazil/RO-05/2020|EPI_ISL_514135|2020-05-05	2020.3415300546449	4.692488770943503E-4	-3.2119438270995174E-6
hCoV-19/Brazil/SP-354/2020|EPI_ISL_547574|2020-06-19	2020.464480874317	6.162488770943506E-4	2.9899620886642887E-5
hCoV-19/Brazil/SP-434/2020|EPI_ISL_603031|2020-07-12	2020.5273224043715	8.112488770943511E-4	1.666899761849312E-4
hCoV-19/Brazil/SP-390/2020|EPI_ISL_693213|2020-06-18	2020.4617486338798	5.202488770943503E-4	-6.356952499574683E-5
hCoV-19/Brazil/SP-442/2020|EPI_ISL_603039|2020-07-17	2020.5409836065573	7.632488770943509E-4	1.0603570559732231E-4
hCoV-19/Chile/BI-194034/2020|EPI_ISL_746512|2020-09-30	2020.7459016393443	9.092488770943511E-4	6.22216467867446E-5
hCoV-19/Brazil/RS-15288/2020|EPI_ISL_729849|2020-08-12	2020.6120218579235	7.58248877094351E-4	3.5233498543000576E-5
hCoV-19/Brazil/SP-883/2020|EPI_ISL_755649|2020-12-06	2020.9289617486338	0.001004248877094351	-1.2345579083837066E-5
hCoV-19/Brazil/SP-886/2020|EPI_ISL_755652|2020-12-09	2020.9371584699454	0.001004248877094351	-1.99381414364467E-5
hCoV-19/Chile/AN-195430/2020|EPI_ISL_746498|2020-10-01	2020.7486338797814	9.092488770943511E-4	5.969079266935609E-5
hCoV-19/Chile/BI-178219/2020|EPI_ISL_746509|2020-09-14	2020.7021857923498	8.142488770943511E-4	7.715312666293074E-6
hCoV-19/Chile/AR-178998/2020|EPI_ISL_746500|2020-09-15	2020.704918032787	8.602488770943511E-4	5.118445854890459E-5
hCoV-19/Chile/AR-192896/2020|EPI_ISL_746501|2020-09-29	2020.7431693989072	8.12248877094351E-4	-3.224749909586696E-5
hCoV-19/Chile/MA-201640/2020|EPI_ISL_746530|2020-10-08	2020.7677595628415	9.092488770943511E-4	4.1974813846970354E-5
hCoV-19/Chile/RM-145979/2020|EPI_ISL_746644|2020-08-09	2020.603825136612	8.612488770943511E-4	1.4582606089561033E-4
hCoV-19/Chile/RM-146431/2020|EPI_ISL_746645|2020-08-10	2020.6065573770493	8.622488770943512E-4	1.442952067779998E-4
hCoV-19/Chile/RM-128531/2020|EPI_ISL_746619|2020-07-19	2020.5464480874316	6.142488770943507E-4	-4.802600263745498E-5
hCoV-19/Chile/RM-87410-TC1/2020|EPI_ISL_746817|2020-06-01	2020.4153005464482	5.632488770943506E-4	2.2454995001190475E-5
hCoV-19/Chile/RM-110750/2020|EPI_ISL_746565|2020-06-25	2020.48087431694	6.61248877094351E-4	5.9714496181868045E-5
hCoV-19/Chile/RM-127602/2020|EPI_ISL_746605|2020-07-17	2020.5409836065573	5.632488770943506E-4	-9.3964294402678E-5
hCoV-19/Chile/RM-150435/2020|EPI_ISL_746647|2020-08-13	2020.6147540983607	7.592488770943509E-4	3.370264442561198E-5
hCoV-19/Chile/RM-CMM-EDB244K/2020|EPI_ISL_591530|2020-06-16	2020.4562841530055	6.642488770943509E-4	8.549218323903077E-5
hCoV-19/Chile/RM-193052/2020|EPI_ISL_746753|2020-09-28	2020.74043715847	7.58248877094351E-4	-8.371664497825641E-5
hCoV-19/Chile/NB-175522/2020|EPI_ISL_746537|2020-09-11	2020.6939890710382	5.582488770943507E-4	-2.4069212498109766E-4
hCoV-19/Switzerland/GE-HUG-1422/2020|EPI_ISL_415454|2020-02-28	2020.1584699453551	4.1224887709435026E-4	1.0935528204392614E-4
hCoV-19/CzechRepublic/ChVir1912/2020|EPI_ISL_416743|2020-03-05	2020.1748633879781	3.6424887709435007E-4	4.6170157338928724E-5
hCoV-19/Switzerland/AG-UZH-1000478772/2020|EPI_ISL_524481|2020-03-04	2020.172131147541	3.632488770943501E-4	4.770101145631727E-5
hCoV-19/Brazil/RJ-00407/2020|EPI_ISL_717809|2020-09-28	2020.74043715847	9.982488770943511E-4	1.5628335502174367E-4
hCoV-19/Italy/VEN-IZSVe-31-19/2020|EPI_ISL_452188|2020-03-31	2020.2459016393443	3.632488770943501E-4	-2.0632049715393072E-5
hCoV-19/SaudiArabia/KAUST-MADINAH859/2020|EPI_ISL_513195|2020-05-12	2020.360655737705	3.632488770943501E-4	-1.269279226492634E-4
hCoV-19/USA/CA-ALSR-4715/2020|EPI_ISL_730100|2020-10-29	2020.8251366120219	7.532488770943509E-4	-1.6717312261996502E-4
hCoV-19/Ecuador/USFQ-208/2020|EPI_ISL_539783|2020-06-15	2020.4535519125684	4.1024887709435027E-4	-1.6597696264358136E-4
hCoV-19/Ecuador/USFQ-527/2020|EPI_ISL_697796|2020-05-26	2020.3989071038252	4.1024887709435027E-4	-1.153598802940347E-4
hCoV-19/CzechRepublic/NRL-6832/2020|EPI_ISL_539782|2020-05-24	2020.3934426229507	6.052488770943506E-4	8.470182794118671E-5
hCoV-19/CzechRepublic/NRL-6834/2020|EPI_ISL_541333|2020-05-23	2020.3907103825136	6.052488770943506E-4	8.723268205857522E-5
hCoV-19/CzechRepublic/NRL-7944/2020|EPI_ISL_545957|2020-07-28	2020.5710382513662	7.052488770943509E-4	2.0196310305160468E-5
hCoV-19/CzechRepublic/NRL_7918/2020|EPI_ISL_545954|2020-07-27	2020.568306010929	7.062488770943508E-4	2.3727164422548898E-5
hCoV-19/CzechRepublic/NRL-8118-1/2020|EPI_ISL_546935|2020-08-05	2020.5928961748634	9.032488770943511E-4	1.9794947736538637E-4
hCoV-19/CzechRepublic/NRL_9429/2020|EPI_ISL_626588|2020-09-29	2020.7431693989072	9.032488770943511E-4	5.875250090413308E-5
hCoV-19/CzechRepublic/NRL_8118-5/2020|EPI_ISL_547968|2020-08-07	2020.5983606557377	8.07248877094351E-4	9.688776913038724E-5
hCoV-19/CzechRepublic/NRL_8798/2020|EPI_ISL_626575|2020-09-09	2020.688524590164	8.862488770943511E-4	9.236958325367975E-5
hCoV-19/Scotland/QEUH-95E8C6/2020|EPI_ISL_532364|2020-08-09	2020.603825136612	8.552488770943511E-4	1.398260608956103E-4
hCoV-19/Finland/17ES5B7/2020|EPI_ISL_756248|2020-08-17	2020.6256830601094	8.552488770943511E-4	1.19579227955614E-4
hCoV-19/Ireland/MH-NVRL-71IRL95385/2020|EPI_ISL_525365|2020-07-31	2020.5792349726776	8.552488770943511E-4	1.6260374795277306E-4
hCoV-19/Scotland/QEUH-94375E/2020|EPI_ISL_532564|2020-08-02	2020.5846994535518	8.552488770943511E-4	1.5754203971799603E-4
hCoV-19/Italy/VEN-UniVR-29/2020|EPI_ISL_751323|2020-08-11	2020.6092896174864	8.562488770943511E-4	1.357643526603892E-4
hCoV-19/Switzerland/ZH-ETHZ-230073/2020|EPI_ISL_516606|2020-08-06	2020.5956284153006	9.032488770943511E-4	1.9541862324799785E-4
hCoV-19/Italy/VEN-UniVR-33/2020|EPI_ISL_751324|2020-08-10	2020.6065573770493	9.012488770943511E-4	1.8329520677799976E-4
hCoV-19/CzechRepublic/NRL_8461/2020|EPI_ISL_577637|2020-08-26	2020.6502732240438	8.97248877094351E-4	1.3880154089845117E-4
hCoV-19/CzechRepublic/NRL_7164/2020|EPI_ISL_577633|2020-06-16	2020.4562841530055	6.052488770943506E-4	2.6492183239030425E-5
hCoV-19/Germany/SH-ChVir8190/2020|EPI_ISL_729568|2020-07-17	2020.5409836065573	7.512488770943509E-4	9.403570559732223E-5
hCoV-19/Germany/SH-ChVir8195/2020|EPI_ISL_729569|2020-07-19	2020.5464480874316	7.032488770943509E-4	4.097399736254523E-5
hCoV-19/Slovakia/UKBA-201/2020|EPI_ISL_577734|2020-07-09	2020.51912568306	5.552488770943506E-4	-8.171746146290373E-5
hCoV-19/Sweden/20-52801/2020|EPI_ISL_623095|2020-06-29	2020.4918032786886	6.542488770943509E-4	4.2591079711869835E-5
hCoV-19/Nigeria/ON595-CV121/2020|EPI_ISL_527888|2020-06-03	2020.4207650273224	5.552488770943506E-4	9.393286766191423E-6
hCoV-19/Sweden/20-21508/2020|EPI_ISL_676527|2020-07-10	2020.5218579234972	4.612488770943503E-4	-1.7824831558029258E-4
hCoV-19/Sweden/20-52037/2020|EPI_ISL_560975|2020-06-13	2020.448087431694	7.552488770943508E-4	1.8408474559164034E-4
hCoV-19/Sweden/20-51351/2020|EPI_ISL_475543|2020-05-11	2020.3579234972678	4.1224887709435026E-4	-7.539706853187472E-5
hCoV-19/Sweden/20-52419/2020|EPI_ISL_560986|2020-07-17	2020.5409836065573	6.082488770943506E-4	-4.896429440267799E-5
hCoV-19/Sweden/20-52114/2020|EPI_ISL_615094|2020-05-15	2020.3688524590164	4.582488770943503E-4	-3.9520485001650794E-5
hCoV-19/Sweden/20-22148/2020|EPI_ISL_623081|2020-06-26	2020.483606557377	4.572488770943503E-4	-1.468163579355211E-4
hCoV-19/Austria/CeMM0930/2020|EPI_ISL_583782|2020-03-20	2020.2158469945355	3.1124887709435014E-4	-4.4792654423231196E-5
hCoV-19/India/WB-IICB-017/2020|EPI_ISL_581449|2020-08-04	2020.5901639344263	7.002488770943508E-4	-2.51966851722539E-6
hCoV-19/Ecuador/UEES-7235/2020|EPI_ISL_672000|2020	2020.8415300546449	8.48248877094351E-4	-8.735824732474006E-5
hCoV-19/Indonesia/JK-NIHRD-MI41613/2020|EPI_ISL_538504|2020-07-27	2020.568306010929	6.512488770943509E-4	-3.127283557745103E-5
hCoV-19/Nigeria/OS-CV304/2020|EPI_ISL_729982|2020-10-05	2020.75956284153	8.462488770943511E-4	-1.3432623800420027E-5
hCoV-19/Qingdao/IVDC-02-10/2020|EPI_ISL_591271|2020-09-24	2020.7295081967213	6.472488770943508E-4	-1.8459322850825847E-4
hCoV-19/SaudiArabia/KAUST-JEDDAH545/2020|EPI_ISL_512955|2020-04-28	2020.3224043715848	4.0524887709435025E-4	-4.949596500471382E-5
hCoV-19/Belgium/ULG-3843/2020|EPI_ISL_417012|2020-03-08	2020.1830601092897	4.402488770943503E-4	1.1457759498631931E-4
hCoV-19/CzechRepublic/IAB_14/2020|EPI_ISL_426889|2020-04-02	2020.2513661202186	3.592488770943501E-4	-2.9693757950392135E-5
hCoV-19/Spain/PV-IBV-003221/2020|EPI_ISL_480963|2020-03-14	2020.1994535519125	3.152488770943501E-4	-2.5607529718233986E-5
hCoV-19/CzechRepublic/Seq3/2020|EPI_ISL_426356|2020-03-21	2020.2185792349726	3.602488770943501E-4	1.6764914593802335E-6
hCoV-19/CzechRepublic/Seq5/2020|EPI_ISL_426358|2020-03-19	2020.2131147540983	4.0824887709435027E-4	5.47381996943795E-5
hCoV-19/Russia/OMS-ORINFI-2427S/2020|EPI_ISL_569835|2020-07-03	2020.5027322404371	4.0724887709435025E-4	-2.145323367579069E-4
hCoV-19/Spain/PV-IBV-003189/2020|EPI_ISL_481013|2020-03-08	2020.1830601092897	3.132488770943501E-4	-1.2422405013680902E-5
hCoV-19/England/BRIS-12A54C/2020|EPI_ISL_458385|2020-04-30	2020.327868852459	3.632488770943501E-4	-9.655767323971305E-5
hCoV-19/Poland/PL_MCB_34/2020|EPI_ISL_645033|2020-05-06	2020.344262295082	4.5924887709435027E-4	-1.5742797944488058E-5
hCoV-19/Netherlands/OV-EMC-113/2020|EPI_ISL_763153|2020-11-07	2020.8497267759562	6.62248877094351E-4	-2.809508096771277E-4
hCoV-19/Sweden/20-52894/2020|EPI_ISL_766592|2020-09-16	2020.707650273224	7.102488770943509E-4	-1.013463955684841E-4
hCoV-19/Sweden/20-52440/2020|EPI_ISL_539884|2020-07-22	2020.5546448087432	5.152488770943502E-4	-1.5461856499006507E-4
hCoV-19/Sweden/20-52355/2020|EPI_ISL_548256|2020-07-07	2020.5136612021859	4.6724887709435024E-4	-1.6465575322790506E-4
hCoV-19/Sweden/20-52643/2020|EPI_ISL_548257|2020-08-13	2020.6147540983607	6.132488770943506E-4	-1.1229735557438832E-4
hCoV-19/Sweden/20-51988/2020|EPI_ISL_475569|2020-06-11	2020.4426229508197	3.6824887709435006E-4	-1.9785354617358342E-4
hCoV-19/Ecuador/52872/2020|EPI_ISL_491946|2020-05-28	2020.4043715846994	3.652488770943501E-4	-1.654215885288119E-4
hCoV-19/SouthKorea/KDCA0108/2020|EPI_ISL_747344|2020-09-25	2020.7322404371585	5.582488770943507E-4	-2.7612408262586913E-4
hCoV-19/Portugal/PT1625/2020|EPI_ISL_693626|2020-07-11	2020.5245901639344	4.622488770943503E-4	-1.7977916969768112E-4
hCoV-19/Portugal/R1291/2020|EPI_ISL_491273|2020-06-14	2020.450819672131	4.622488770943503E-4	-1.1144610852574873E-4
hCoV-19/Ecuador/UEES-4107/2020|EPI_ISL_671999|2020	2020.568306010929	6.112488770943506E-4	-7.127283557745135E-5
hCoV-19/Ecuador/UEES-4142/2020|EPI_ISL_671982|2020	2020.5710382513662	7.592488770943509E-4	7.419631030516048E-5
hCoV-19/Ecuador/UEES-7297/2020|EPI_ISL_672004|2020	2020.8415300546449	9.042488770943511E-4	-3.135824732474E-5
hCoV-19/Wales/MILK-956916/2020|EPI_ISL_554142|2020-06-06	2020.4289617486338	3.9324887709435023E-4	-1.6019927558619658E-4
hCoV-19/Wales/PHWC-162D8C/2020|EPI_ISL_473198|2020-05-29	2020.4071038251366	4.1124887709435024E-4	-1.2195244264642232E-4
hCoV-19/Wales/PHWC-16641A/2020|EPI_ISL_493996|2020-06-13	2020.448087431694	4.1124887709435024E-4	-1.5991525440836027E-4
hCoV-19/Russia/AST-RII-MH4453S/2020|EPI_ISL_733194|2020-09-14	2020.7021857923498	7.06248877094351E-4	-1.0028468733370706E-4
hCoV-19/Russia/SVE-RII-MH4662S/2020|EPI_ISL_733225|2020-08-29	2020.6584699453551	4.0924887709435024E-4	-3.567910214539372E-4
hCoV-19/SouthKorea/KDCA0345/2020|EPI_ISL_760131|2020-08-04	2020.5901639344263	4.0924887709435024E-4	-2.9351966851722596E-4
hCoV-19/CzechRepublic/NRL_2307/2020|EPI_ISL_471540|2020-03-10	2020.188524590164	3.582488770943501E-4	2.751588675154208E-5
hCoV-19/Spain/PV-IBV-004213/2020|EPI_ISL_510498|2020-04-04	2020.2568306010928	3.802488770943501E-4	-1.3755466185169196E-5
hCoV-19/Spain/AR-IBV-005091/2020|EPI_ISL_510374|2020-04-23	2020.308743169399	4.2724887709435025E-4	-1.4841694417327164E-5
hCoV-19/SouthAfrica/KRISP-K002635/2020|EPI_ISL_535505|2020-08-04	2020.5901639344263	6.012488770943506E-4	-1.0151966851722563E-4
hCoV-19/SouthAfrica/KRISP-K003345/2020|EPI_ISL_602737|2020-09-06	2020.6803278688524	7.51248877094351E-4	-3.503785439371075E-5
hCoV-19/SouthAfrica/NHLS-UCT-GS-2208/2020|EPI_ISL_700546|2020-08-06	2020.5956284153006	5.562488770943507E-4	-1.5158137675200256E-4
hCoV-19/SouthAfrica/NHLS-UCT-GS-0146/2020|EPI_ISL_640065|2020-06-29	2020.4918032786886	5.552488770943506E-4	-5.64089202881304E-5
hCoV-19/SouthAfrica/NHLS-UCT-GS-1990/2020|EPI_ISL_640049|2020-08-25	2020.6475409836066	5.552488770943506E-4	-2.0066760498416072E-4
hCoV-19/SouthAfrica/NHLS-UCT-GS-2215/2020|EPI_ISL_700534|2020-08-05	2020.5928961748634	4.572488770943503E-4	-2.480505226346144E-4
hCoV-19/Portugal/PT0261/2020|EPI_ISL_453975|2020-04-03	2020.2540983606557	3.582488770943501E-4	-3.3224612067780674E-5
hCoV-19/Taiwan/NTU14/2020|EPI_ISL_422416|2020-03-18	2020.2103825136612	3.582488770943501E-4	7.269053811767828E-6
hCoV-19/Taiwan/58/2020|EPI_ISL_428491|2020-03-15	2020.2021857923498	3.582488770943501E-4	1.4861616164155416E-5
hCoV-19/Sweden/20-51337/2020|EPI_ISL_475542|2020-05-08	2020.3497267759562	5.032488770943503E-4	2.3195493820734898E-5
hCoV-19/Brazil/RS-6183/2020|EPI_ISL_729822|2020-05-06	2020.344262295082	5.042488770943503E-4	2.925720205551195E-5
hCoV-19/Chile/RM-164078/2020|EPI_ISL_746691|2020-08-29	2020.6584699453551	8.952488770943509E-4	1.2920897854606342E-4
hCoV-19/Chile/RM-170031/2020|EPI_ISL_746708|2020-09-04	2020.6748633879781	8.952488770943509E-4	1.1402385384128824E-4
hCoV-19/Chile/RM-CMM-MCD9529/2020|EPI_ISL_591529|2020-06-11	2020.4426229508197	5.042488770943503E-4	-6.18535461735832E-5
hCoV-19/NewZealand/20VR2080/2020|EPI_ISL_579225|2020-04-08	2020.2677595628415	3.162488770943501E-4	-8.787888265516733E-5
hCoV-19/HongKong/HKPU-1166/2020|EPI_ISL_610211|2020-06-23	2020.4754098360656	3.132488770943501E-4	-2.832237955833558E-4
hCoV-19/England/ALDP-94EF2E/2020|EPI_ISL_556136|2020-06-17	2020.4590163934427	5.072488770943502E-4	-7.403867087835841E-5
hCoV-19/Portugal/IGC3996/2020|EPI_ISL_491217|2020-06-01	2020.4153005464482	5.572488770943507E-4	1.6454995001190546E-5
hCoV-19/Portugal/PT1573/2020|EPI_ISL_693581|2020-06-29	2020.4918032786886	6.052488770943506E-4	-6.4089202881304885E-6
hCoV-19/Portugal/PT1546/2020|EPI_ISL_693559|2020-06-20	2020.467213114754	5.562488770943507E-4	-3.263123323074557E-5
hCoV-19/NewZealand/20VR3060/2020|EPI_ISL_579403|2020-05-02	2020.3333333333333	4.0924887709435024E-4	-5.561938147448993E-5
hCoV-19/NewZealand/20VR3110/2020|EPI_ISL_579421|2020-04-21	2020.3032786885246	3.622488770943501E-4	-7.477998618232826E-5
hCoV-19/Ireland/LH-NVRL-20IRL22956/2020|EPI_ISL_501259|2020-05-27	2020.4016393442623	5.582488770943506E-4	3.0109265588577124E-5
hCoV-19/Ireland/MH-NVRL-MPK48258/2020|EPI_ISL_767816|2020-05-20	2020.3825136612022	5.582488770943506E-4	4.782524441096286E-5
hCoV-19/Ireland/LH-NVRL-MPZ41611/2020|EPI_ISL_767807|2020-04-15	2020.2868852459017	4.132488770943503E-4	-8.594861477552874E-6
hCoV-19/Sweden/20-52819/2020|EPI_ISL_661283|2020-06-25	2020.48087431694	5.582488770943506E-4	-4.328550381813229E-5
hCoV-19/Sweden/20-53089/2020|EPI_ISL_648139|2020-07-15	2020.535519125683	4.602488770943503E-4	-1.9190258616767926E-4
