Virus name	Accession ID	Collection date	Location	Host	Additional location information	Gender	Patient age	Patient status	Passage	Specimen	Additional host information	Lineage	Clade
hCoV-19/USA/UT-UPHL-201222051/2020	EPI_ISL_678525	2020-04-07	North America / USA / Utah	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/UT-UPHL-201210677/2020	EPI_ISL_678529	2020-04-05	North America / USA / Utah	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/UT-UPHL-201232529/2020	EPI_ISL_678530	2020-04-06	North America / USA / Utah	Human		unknown	unknown	unknown	Original			B.1.265	GH
hCoV-19/USA/UT-UPHL-201216248/2020	EPI_ISL_678531	2020-04-06	North America / USA / Utah	Human		unknown	unknown	unknown	Original			B.1.265	GH
hCoV-19/USA/UT-UPHL-201225466/2020	EPI_ISL_678532	2020-04-06	North America / USA / Utah	Human		unknown	unknown	unknown	Original			B.1.370	GH
hCoV-19/USA/UT-UPHL-201231390/2020	EPI_ISL_678533	2020-04-06	North America / USA / Utah	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Tunisia/9111/2020	EPI_ISL_707793	2020-04-11	Africa / Tunisia / Tunis	Human		Male	60	unknown	Original	Nasopharyngeal swab		B.1.1	GR
hCoV-19/Denmark/DCGC-16748/2020	EPI_ISL_714937	2020-04-06	Europe / Denmark / Hovedstaden	Human		unknown	unknown	unknown	Original			B.1.327	GH
hCoV-19/Nigeria/LA-CV370/2020	EPI_ISL_730031	2020-04-09	Africa / Nigeria / Lagos State	Human		Female	33	unknown	Original			B.1.8	G
hCoV-19/USA/CA-ALSR-4782/2020	EPI_ISL_730138	2020-04-06	North America / USA / California / San Diego	Human		Unknown	Unknown	Unknown	Original	Nasopharyngeal swab		B.1.346	GH
hCoV-19/Spain/RI-IBV-99010927/2020	EPI_ISL_732766	2020-04-13	Europe / Spain / La_Rioja / Logrono	Human	Patient residence: Europe/Spain/La_Rioja/Calahorra	Female	90	unknown	Original			B.1	G
hCoV-19/Germany/HE-ChVir-W1287-2006/2020	EPI_ISL_754040	2020-04-07	Europe / Germany / Hesse	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Germany/SN-ChVir-W1147-4309/2020	EPI_ISL_754048	2020-04-06	Europe / Germany / Saxony	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Germany/SN-ChVir-W1153-4377/2020	EPI_ISL_754049	2020-04-06	Europe / Germany / Saxony	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Germany/SN-ChVir-W1155-4392/2020	EPI_ISL_754050	2020-04-07	Europe / Germany / Saxony	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Germany/SN-ChVir-W1157-4330/2020	EPI_ISL_754051	2020-04-06	Europe / Germany / Saxony	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/Indonesia/BT-EIJK17/2020	EPI_ISL_766034	2020-04-09	Asia / Indonesia / Banten / South Tangerang	Human		Female	28	Released	Original	Nasopharyngeal swab		B	L
hCoV-19/Indonesia/JB-EIJK18/2020	EPI_ISL_766035	2020-04-08	Asia / Indonesia / West Java / Depok	Human		Female	35	Hospitalized	Original	Nasopharyngeal swab		B	L
hCoV-19/Indonesia/BT-EIJK21/2020	EPI_ISL_766036	2020-04-09	Asia / Indonesia / Banten / South Tangerang	Human		Female	71	Hospitalized	Original	Nasopharyngeal swab		B.1.22	GH
hCoV-19/Indonesia/JK-EIJK22/2020	EPI_ISL_766037	2020-04-13	Asia / Indonesia / Jakarta	Human		Male	28	Released	Original	Oropharyngeal swab		B	L
hCoV-19/Indonesia/JK-EIJK25/2020	EPI_ISL_766038	2020-04-13	Asia / Indonesia / Jakarta	Human		Female	57	Hospitalized	Original	Nasopharyngeal and oropharyngeal swab		B	L
hCoV-19/Indonesia/NT-EIJK27/2020	EPI_ISL_766039	2020-04-14	Asia / Indonesia / East Nusa Tenggara / Kupang	Human		Male	36	Released	Original	Nasopharyngeal and oropharyngeal swab		B	L
hCoV-19/Indonesia/NT-EIJK26/2020	EPI_ISL_766048	2020-04-14	Asia / Indonesia / East Nusa Tenggara / Kupang	Human		Male	35	Hospitalized	Original	Nasopharyngeal and oropharyngeal swab	Travel history from Sukabumi, West Java, 28th February 2020	B	L
hCoV-19/USA/LA-BIE-SUS2/2020	EPI_ISL_767405	2020-04-06	North America / USA / Louisiana / New Orleans	Human		Female	47	Recovered	Original	Nasopharyngeal swab		B.1.265	GH
hCoV-19/Ireland/WH-NVRL-MPS15031/2020	EPI_ISL_768749	2020-04-11	Europe / Ireland / Westmeath	Human		Female	51-60	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.5	G
hCoV-19/Ireland/WH-NVRL-MPP60633/2020	EPI_ISL_768750	2020-04-10	Europe / Ireland / Westmeath	Human		Male	21-30	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.5	G
hCoV-19/Ireland/D-NVRL-AIIDV0073v1/2020	EPI_ISL_768758	2020-04-10	Europe / Ireland / Dublin	Human		Male	79	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.5	G
hCoV-19/Ireland/D-NVRL-AIIDV0086v1/2020	EPI_ISL_768759	2020-04-13	Europe / Ireland / Dublin	Human		Male	52	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.197	G
hCoV-19/Ireland/WW-NVRL-AIIDV0063v1/2020	EPI_ISL_768761	2020-04-08	Europe / Ireland / Wicklow	Human		Male	64	unknown	Original	Nasopharyngeal and oropharyngeal swab		B.1.1.267	GR
hCoV-19/Switzerland/GE-HUG-5007/2020	EPI_ISL_429206	2020-04-07	Europe / Switzerland / Geneve	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/England/SHEF-CE89D/2020	EPI_ISL_432570	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/England/CAMB-789AE/2020	EPI_ISL_433800	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/England/CAMB-789BD/2020	EPI_ISL_433801	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B	V
hCoV-19/England/CAMB-789DB/2020	EPI_ISL_433803	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.213	GR
hCoV-19/England/CAMB-789F9/2020	EPI_ISL_433805	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-78A05/2020	EPI_ISL_433806	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B	V
hCoV-19/England/CAMB-78A32/2020	EPI_ISL_433808	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/CAMB-78A50/2020	EPI_ISL_433809	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-78A9C/2020	EPI_ISL_433811	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-78ABA/2020	EPI_ISL_433812	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7A8BE/2020	EPI_ISL_433826	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7A8DC/2020	EPI_ISL_433827	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/CAMB-7A8FA/2020	EPI_ISL_433828	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AA30/2020	EPI_ISL_433829	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/CAMB-7AA8B/2020	EPI_ISL_433833	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AAA9/2020	EPI_ISL_433834	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.10	GR
hCoV-19/England/CAMB-7AAB8/2020	EPI_ISL_433835	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AAD6/2020	EPI_ISL_433837	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/CAMB-7AAF4/2020	EPI_ISL_433839	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AB00/2020	EPI_ISL_433840	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.88	G
hCoV-19/England/CAMB-7AB2E/2020	EPI_ISL_433842	2020-04-05	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AB3D/2020	EPI_ISL_433843	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B	V
hCoV-19/England/CAMB-7AB79/2020	EPI_ISL_433844	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AB97/2020	EPI_ISL_433846	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/England/CAMB-7ABA6/2020	EPI_ISL_433847	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ABB5/2020	EPI_ISL_433848	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ABC4/2020	EPI_ISL_433849	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ABF1/2020	EPI_ISL_433851	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/England/CAMB-7AC0D/2020	EPI_ISL_433852	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B	L
hCoV-19/England/CAMB-7AC2B/2020	EPI_ISL_433854	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AC3A/2020	EPI_ISL_433855	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AC49/2020	EPI_ISL_433856	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.1	GR
hCoV-19/England/CAMB-7AC58/2020	EPI_ISL_433857	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.8	GR
hCoV-19/England/CAMB-7AC67/2020	EPI_ISL_433858	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/England/CAMB-7AC76/2020	EPI_ISL_433859	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/CAMB-7AC85/2020	EPI_ISL_433860	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.3	L
hCoV-19/England/CAMB-7AC94/2020	EPI_ISL_433861	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1	G
hCoV-19/England/CAMB-7ACA3/2020	EPI_ISL_433862	2020-04-06	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.52	L
hCoV-19/England/CAMB-7ACB2/2020	EPI_ISL_433863	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ACC1/2020	EPI_ISL_433864	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ACD0/2020	EPI_ISL_433865	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ACFE/2020	EPI_ISL_433866	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.93	G
hCoV-19/England/CAMB-7AD28/2020	EPI_ISL_433868	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.1	GR
hCoV-19/England/CAMB-7AD46/2020	EPI_ISL_433870	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AD55/2020	EPI_ISL_433871	2020-04-07	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/CAMB-7AD64/2020	EPI_ISL_433872	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AD82/2020	EPI_ISL_433873	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.1	GR
hCoV-19/England/CAMB-7ADA0/2020	EPI_ISL_433875	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ADBF/2020	EPI_ISL_433876	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.313	GR
hCoV-19/England/CAMB-7ADDD/2020	EPI_ISL_433877	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7ADEC/2020	EPI_ISL_433878	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AE07/2020	EPI_ISL_433880	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AE34/2020	EPI_ISL_433882	2020-04-08	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/England/CAMB-7AE43/2020	EPI_ISL_433883	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.105	G
hCoV-19/England/CAMB-7AE52/2020	EPI_ISL_433884	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AE61/2020	EPI_ISL_433885	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/England/CAMB-7AE70/2020	EPI_ISL_433886	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.164	GR
hCoV-19/England/CAMB-7AEAD/2020	EPI_ISL_433888	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AEDA/2020	EPI_ISL_433890	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AEE9/2020	EPI_ISL_433891	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AEF8/2020	EPI_ISL_433892	2020-04-09	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.105	G
hCoV-19/England/CAMB-7AF04/2020	EPI_ISL_433893	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/England/CAMB-7AF13/2020	EPI_ISL_433894	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AF22/2020	EPI_ISL_433895	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AF31/2020	EPI_ISL_433896	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B	V
hCoV-19/England/CAMB-7AF40/2020	EPI_ISL_433897	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1	GR
hCoV-19/England/CAMB-7AF5F/2020	EPI_ISL_433898	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.1.89	GR
hCoV-19/England/CAMB-7AF6E/2020	EPI_ISL_433899	2020-04-10	Europe / United Kingdom / England	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/DRC/1516/2020	EPI_ISL_435032	2020-04-09	Africa / Democratic Republic of the Congo / Kinshasa	Human		Female	39	unknown	Original			B.1.5	G
hCoV-19/DRC/1324/2020	EPI_ISL_435033	2020-04-07	Africa / Democratic Republic of the Congo / Kinshasa	Human		Male	43	unknown	Original			B.1.128	G
hCoV-19/USA/LA-EVTL01/2020	EPI_ISL_435034	2020-04-09	North America / USA / Louisiana / East Feliciana Parish	Human		Female	59	unknown	Original	Nasopharyngeal swab		B.1.370	GH
hCoV-19/USA/LA-EVTL02/2020	EPI_ISL_435035	2020-04-11	North America / USA / Louisiana / East Baton Rouge Parish	Human		Male	81	unknown	Original	Nasopharyngeal swab		B.1.370	GH
hCoV-19/USA/LA-EVTL03/2020	EPI_ISL_435036	2020-04-11	North America / USA / Louisiana / East Baton Rouge Parish	Human		Male	84	unknown	Original	Nasopharyngeal swab		B.1.370	GH
hCoV-19/USA/LA-EVTL04/2020	EPI_ISL_435037	2020-04-13	North America / USA / Louisiana / East Baton Rouge Parish	Human		Female	32	unknown	Original	Nasopharyngeal swab		B.1.2	GH
hCoV-19/USA/LA-EVTL05/2020	EPI_ISL_435038	2020-04-13	North America / USA / Louisiana / Livingston Parish	Human		Male	26	unknown	Original	Nasopharyngeal swab		B.1.265	GH
hCoV-19/India/GJ-GBRC2/2020	EPI_ISL_435049	2020-04-13	Asia / India / Gujarat / Ahmedabad	Human		Male	45	Released, Live	Original	Oropharyngeal swab		B.1.5	G
hCoV-19/India/GJ-GBRC3/2020	EPI_ISL_435050	2020-04-13	Asia / India / Gujarat / Ahmedabad	Human		Female	42	Released, Live	Original	Oropharyngeal swab		B.1.5	G
hCoV-19/India/GJ-GBRC4/2020	EPI_ISL_435051	2020-04-13	Asia / India / Gujarat / Ahmedabad	Human		Male	66	Deceased	Original	Oropharyngeal swab		B.1	GH
hCoV-19/India/GJ-GBRC5/2020	EPI_ISL_435052	2020-04-13	Asia / India / Gujarat / Ahmedabad	Human		Female	66	Released, Live	Original	Oropharyngeal swab		B.1	GH
hCoV-19/India/GJ-GBRC6/2020	EPI_ISL_435053	2020-04-07	Asia / India / Gujarat / Ahmedabad	Human		Female	60	Released	Original	Oropharyngeal swab		B.1	G
hCoV-19/India/GJ-GBRC7/2020	EPI_ISL_435054	2020-04-14	Asia / India / Gujarat / Ahmedabad	Human		Male	54	unknown	Original	Oropharyngeal swab		B.1.5	G
hCoV-19/Austria/Graz-MUG11/2020	EPI_ISL_437300	2020-04-14	Europe / Austria / Styria	Human		Male	77	Deceased	Original	lung swab	primary patient sample	B	O
hCoV-19/USA/MN-MDH-372/2020	EPI_ISL_437365	2020-04-05	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-374/2020	EPI_ISL_437366	2020-04-06	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			A.1	S
hCoV-19/USA/MN-MDH-387/2020	EPI_ISL_437367	2020-04-08	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/USA/MN-MDH-390/2020	EPI_ISL_437368	2020-04-08	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-398/2020	EPI_ISL_437369	2020-04-07	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-400/2020	EPI_ISL_437370	2020-04-08	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-418/2020	EPI_ISL_437371	2020-04-09	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1.283	GH
hCoV-19/USA/MN-MDH-435/2020	EPI_ISL_437372	2020-04-09	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-436/2020	EPI_ISL_437373	2020-04-09	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			A.1	S
hCoV-19/USA/MN-MDH-470/2020	EPI_ISL_437374	2020-04-10	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			A.3	S
hCoV-19/USA/MN-MDH-472/2020	EPI_ISL_437375	2020-04-12	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.40	V
hCoV-19/USA/MN-MDH-480/2020	EPI_ISL_437376	2020-04-12	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1.283	GH
hCoV-19/USA/MN-MDH-506/2020	EPI_ISL_437377	2020-04-12	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1.283	GH
hCoV-19/USA/MN-MDH-513/2020	EPI_ISL_437378	2020-04-13	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1.370	GH
hCoV-19/USA/MN-MDH-517/2020	EPI_ISL_437379	2020-04-13	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-564/2020	EPI_ISL_437380	2020-04-14	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-578/2020	EPI_ISL_437381	2020-04-14	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/MN-MDH-585/2020	EPI_ISL_437382	2020-04-14	North America / USA / Minnesota	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0171/2020	EPI_ISL_437387	2020-04-13	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0172/2020	EPI_ISL_437388	2020-04-13	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0173/2020	EPI_ISL_437389	2020-04-13	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0174/2020	EPI_ISL_437390	2020-04-13	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0175/2020	EPI_ISL_437391	2020-04-13	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0176/2020	EPI_ISL_437392	2020-04-13	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0177/2020	EPI_ISL_437393	2020-04-06	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0178/2020	EPI_ISL_437394	2020-04-06	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0179/2020	EPI_ISL_437395	2020-04-06	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0180/2020	EPI_ISL_437396	2020-04-06	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/USA/VA-DCLS-0181/2020	EPI_ISL_437397	2020-04-06	North America / USA / Virginia	Human		unknown	unknown	unknown	Original			B.1	GH
hCoV-19/Japan/Donner1/2020	EPI_ISL_437601	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1	GR
hCoV-19/Saudi Arabia/KAUST-Makkah156/2020	EPI_ISL_437696	2020-04-06	Asia / Saudi Arabia / Makkah	Human		Male	8	Hospitalized	Original			B.1.246	GH
hCoV-19/Saudi Arabia/KAUST-Makkah163/2020	EPI_ISL_437697	2020-04-06	Asia / Saudi Arabia / Makkah	Human		Male	33	Hospitalized	Original			B.1.255	GH
hCoV-19/Saudi Arabia/KAUST-Makkah166/2020	EPI_ISL_437698	2020-04-06	Asia / Saudi Arabia / Makkah	Human		Male	27	Hospitalized	Original			A	S
hCoV-19/Saudi Arabia/KAUST-Makkah173/2020	EPI_ISL_437699	2020-04-06	Asia / Saudi Arabia / Makkah	Human		Male	50	Hospitalized	Original			B.1	GH
hCoV-19/Scotland/CVR2403/2020	EPI_ISL_438900	2020-04-13	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.90	G
hCoV-19/Scotland/CVR2404/2020	EPI_ISL_438901	2020-04-13	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.26	L
hCoV-19/Scotland/CVR2411/2020	EPI_ISL_438902	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.93	G
hCoV-19/Scotland/CVR2413/2020	EPI_ISL_438903	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.222	G
hCoV-19/Scotland/CVR2437/2020	EPI_ISL_438905	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.1.10	GR
hCoV-19/Scotland/CVR2446/2020	EPI_ISL_438907	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.5	G
hCoV-19/Scotland/CVR2447/2020	EPI_ISL_438908	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.90	G
hCoV-19/Scotland/CVR2450/2020	EPI_ISL_438910	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.93	G
hCoV-19/Scotland/CVR2468/2020	EPI_ISL_438912	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.1.1	GR
hCoV-19/Scotland/CVR2496/2020	EPI_ISL_438916	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.1.10	GR
hCoV-19/Scotland/CVR2501/2020	EPI_ISL_438917	2020-04-14	Europe / United Kingdom / Scotland	Human		unknown	unknown	unknown	Original			B.1.93	G
hCoV-19/Japan/Donner2/2020	EPI_ISL_438947	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1.285	GR
hCoV-19/Japan/Donner3/2020	EPI_ISL_438948	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1.285	GR
hCoV-19/Japan/Donner4/2020	EPI_ISL_438949	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1	GR
hCoV-19/Japan/Donner6/2020	EPI_ISL_438951	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1.285	GR
hCoV-19/Japan/Donner7/2020	EPI_ISL_438952	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1.285	GR
hCoV-19/Japan/Donner8/2020	EPI_ISL_438953	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1.285	GR
hCoV-19/Japan/Donner9/2020	EPI_ISL_438954	2020-04-06	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1.285	GR
hCoV-19/Japan/Donner11/2020	EPI_ISL_438955	2020-04-08	Asia / Japan / Kanto	Human		unknown	unknown	unknown	Original	Oropharyngeal swab	Hospital	B.1.1.285	GR
